公司名称,lon,lat
深圳前海川谷信息技术有限公司,116.454216,39.91575
北京欣如信科技有限公司,116.370139,40.037308
北京银河长兴影视文化传播股份有限公司,116.186673,39.934742
武汉佰钧成技术有限责任公司,116.479566,39.923185
搜狐媒体,116.325403,39.983335
北京融世纪信息技术有限公司,116.313061,39.979386
北京科锐国际人力资源股份有限公司,116.458919,39.93279
达内时代科技集团有限公司,116.464678,39.877132
北京千锋互联科技有限公司,116.370277,40.037273
中公教育,116.351227,40.01086
博彦科技股份有限公司,116.28305,40.048667
京东金融,116.562968,39.786653
中企动力科技股份有限公司,116.499977,39.782262
北京沃赢科技股份有限公司,116.323415,39.963534
北京奇虎科技有限公司,116.371817,39.95402
中国电子科技集团公司第十五研究所,116.374262,39.988638
新博卓畅技术（北京）有限公司,116.513733,39.791939
纬创软件(北京)有限公司,116.274735,40.099197
北京国双科技有限公司,116.332409,39.976003
厦门美图网科技有限公司,113.95232,22.540945
北京好巧国际旅行社有限公司,116.406813,39.973653
北京友缘在线网络科技有限责任公司,116.42939,40.005696
慧科教育科技集团有限公司,116.35125,39.977761
山东北斗华宸导航技术股份有限公司,116.303002,40.044199
中科富创(北京)科技有限公司,116.490629,39.985199
北京风行在线技术有限公司,116.349111,39.976097
银湖网络科技有限公司,116.408574,39.913402
北京天融信科技有限公司,116.301262,40.055171
北京新恒基房地产集团有限公司,116.466361,39.959148
北京奇安信科技有限公司,116.491348,39.983006
北京思易特科技有限责任公司,116.304139,39.961031
北京四维图新科技股份有限公司,116.245368,40.072979
包商银行股份有限公司,116.443108,39.92147
美因健康科技(北京)有限公司,116.366254,39.982776
亿利资源集团有限公司,116.470122,39.914201
江苏传智播客教育科技股份有限公司北京分公司,116.629396,40.162822
苏宁云商集团股份有限公司,116.42792,39.902896
云唯+,116.376368,40.11413
北京卡车之家信息技术股份有限公司,116.540482,39.912064
北京寺库商贸有限公司,116.432749,39.920177
凯泰铭科技(北京)有限公司,116.509102,39.902725
泰康在线财产保险股份有限公司,116.278101,40.090137
上海蔚来汽车有限公司,116.42792,39.902896
北京品友互动信息技术股份公司,116.462472,39.894897
启迪控股股份有限公司,116.330702,39.994511
北京墨迹风云科技股份有限公司,116.490344,39.974291
成都数联铭品科技有限公司,116.310336,39.960229
烟台欣和企业食品有限公司,116.455207,39.919957
因诺(上海)资产管理有限公司,116.375409,39.897635
北京物云智能科技有限公司,116.466485,39.995197
秦皇岛康研网络科技有限公司,119.61161,39.936375
游族网络,116.41933,39.952569
北京顶测科技有限公司,116.478783,39.989857
北京腾趣互娱网络科技有限公司,116.222982,39.906611
北京辰安科技股份有限公司,116.338762,39.999491
北京百分点信息科技有限公司,116.387947,40.000423
北京东方国信科技股份有限公司,116.473785,40.021385
天治北部资产管理有限公司,116.359141,39.912523
北京易掌云峰科技有限公司,116.3231,39.966197
北京奥索斯科技有限公司,116.488122,39.878545
北京玩蟹科技有限公司,116.405998,39.977729
上海睿璞企业管理咨询有限公司,116.421919,39.907471
冠通期货股份有限公司,116.457231,39.919828
北京无双科技有限公司,116.474762,39.992488
普华基础软件股份有限公司,116.311121,40.02735
亦非云互联网技术(上海)有限公司,116.496718,39.783708
北京易华录信息技术股份有限公司,116.196249,39.925451
猎鹰全球国际电子商务有限公司,116.425754,40.033535
杭州迪普科技股份有限公司北京技术开发中心,116.243259,40.072316
米袋子信息技术(北京)有限公司,116.514274,39.905497
北京双杰电气股份有限公司,116.686284,40.345301
北京久其软件股份有限公司,116.499554,39.779932
北京亿信华辰软件有限责任公司,116.357652,40.041947
深圳善为影业股份有限公司,116.443108,39.92147
北京羽扇智信息科技有限公司,116.30533,39.982357
先锋支付有限公司,116.465871,39.958237
北京车和家信息技术有限责任公司,116.503959,40.006419
北京壹人壹本信息科技有限公司,116.339309,39.99972
e袋洗,116.502358,39.974805
泰康保险集团股份有限公司,116.274759,40.099201
汉柏科技有限公司,116.486676,40.009092
北京量子金服网络科技有限公司,116.462476,39.928153
北京荣之联科技股份有限公司,116.505929,39.986414
吉林亿联银行股份有限公司,116.245166,39.903149
新奥特(北京)视频技术有限公司,116.272054,39.934425
武汉文网亿联科技有限公司,116.494217,39.972739
北京安宁创新网络科技股份有限公司,116.286441,39.908148
视点映画(北京)数字技术有限公司,116.555021,39.885553
北京聚源融合通讯科技有限公司,116.42792,39.902896
深圳市华云中盛科技有限公司,116.479595,39.995787
北京中环信科科技股份有限公司,116.429233,39.936189
宇信数据科技有限公司,116.460003,39.952506
心常态(北京)文化有限公司,116.508162,39.932969
北京比特世纪科技有限公司,116.314738,40.043919
上海连舟科技有限公司,116.452767,39.932472
北京水象科技有限公司,116.295594,39.824289
滴滴出行,116.289072,40.043515
中金信科(北京)科技股份有限公司,116.29831,40.080845
北京推想科技有限公司,116.491273,39.913607
北京冰狮科技有限公司,116.457283,39.932171
北京鑫广进燃气设备研究所,116.292329,39.946996
国美金控投资有限公司,116.466441,39.959155
北京六趣网络科技有限公司,116.303314,40.054349
北京优粮生活科技有限公司,116.458079,39.915005
北京海云捷迅科技有限公司,116.32032,39.974827
北京教书匠教育咨询有限公司,116.415116,40.057231
云量科技(北京)有限责任公司,116.481723,39.996615
创维集团有限公司,116.317564,39.975996
易鑫集团,116.327893,39.936853
陪我欢乐(北京)科技有限公司,116.31321,39.979446
和创(北京)科技股份有限公司,116.371894,39.958931
北京祖睿科技有限公司,116.339005,39.991505
百度在线网络技术(北京)有限公司,116.273399,40.043429
京东商城,116.42792,39.902896
北京华巨东方文化传媒有限公司,116.551231,39.898147
北京三快在线科技有限公司,116.488645,40.007069
普信恒业科技发展(北京)有限公司,116.474464,39.90913
鳌背(北京)科技有限公司,116.568848,39.782589
绫致时装（天津）有限公司,116.451157,39.916534
北大医疗信息技术有限公司,116.31315,39.984622
北京捷科智诚科技有限公司,116.304773,40.051836
小叶子(北京)科技有限公司,116.471375,40.020184
北京未来云科技有限公司,116.271935,40.047086
北京财经专修学院,116.321662,39.68651
百融金融信息服务股份有限公司,116.326869,39.983466
北京八维研修学院,116.300301,40.041244
北京智华信科技股份有限公司,116.475891,39.985446
易第优（北京）教育咨询股份有限公司,116.337705,40.102646
北京中创信测科技股份有限公司,116.325098,39.953463
东信北邮信息技术有限公司,116.349939,39.976934
北京汇商融通信息技术有限公司,116.36025,39.7551
世纪爱心国际投资集团有限公司,116.394193,39.976953
中航航空电子有限公司,116.332067,39.970031
北京睿思博考教育科技有限公司,116.179314,39.914869
Symbio 北京研发中心,116.46343,39.949958
北京南天软件有限公司,116.308211,40.042232
北京知趣科技有限公司,116.492321,39.978782
北京蓝汛通信技术有限责任公司,116.500139,39.991999
北京雷石天地电子技术有限公司,116.417032,40.033341
航天星图科技(北京)有限公司,116.636945,40.055643
天津火星文化有限公司北京分公司,116.539453,39.912633
北京智慧星光信息技术有限公司,116.312495,39.984752
环球合一网络技术(北京)股份有限公司,116.311792,39.979564
北京汇冠新技术股份有限公司,116.281049,40.042501
中国国际金融股份有限公司,116.458676,39.912147
北京兆芯电子科技有限公司,116.329455,39.993314
中国交通通信信息中心,116.398819,39.96565
曙光信息产业（北京）有限公司,116.290833,40.046654
北京人民在线网络有限公司,116.470464,39.919707
民航数据通信有限公司,116.348728,39.986115
中国科学院电子学研究所信息技术创新工程中心,116.326459,39.989055
北京极智嘉科技有限公司,116.465601,40.021608
北京地球港卓越商业管理有限公司,116.462392,39.92724
知行致远(北京)教育科技有限公司,116.417075,40.036858
北京知行易航智能科技有限公司,116.500139,39.991999
北京方正世纪信息系统有限公司,116.416357,39.928353
北京航天宏图信息技术股份有限公司,116.234305,39.953625
神州数码医疗科技股份有限公司,116.306485,39.979566
网宿科技,116.353015,39.978694
金融界网站,116.375126,39.89419
北京品冠天成科技有限公司,116.48105,39.996794
明亚保险经纪股份有限公司,116.439886,39.922816
新智超脑科技有限公司,116.484871,40.006378
北京优音通信有限公司,116.475862,39.911005
国网电力科学研究院北京科东电力控制系统有限责任公司,116.375151,39.882043
瑞庭网络技术(上海)有限公司北京分公司,116.354071,40.009055
智慧互通科技有限公司,116.316325,39.977668
纳沃克斯(北京)国际咨询有限公司 Networkers International,116.443108,39.92147
耀盛投资管理集团有限公司,116.471209,39.90559
北京金控数据技术股份有限公司,116.309192,39.933585
北京当当科文电子商务有限公司,116.440346,39.96037
北京翔云在线数据技术有限公司,116.276244,39.933391
中国电信股份有限公司北京分公司,116.494708,39.893667
北京云知声信息技术有限公司,116.446019,39.970221
北京升哲科技有限公司,116.480788,39.996806
北京捷越联合信息咨询有限公司,116.433382,39.921372
哆啦宝(北京)科技有限公司,116.460435,39.882853
北京时代华擎信息技术有限公司,116.484086,39.924877
洛可可设计集团,116.457329,39.977855
蜜芽宝贝(北京)网络科技有限公司,116.446019,39.970221
在路上旅业,116.433767,39.920021
北京盈禾优仕科技有限责任公司,116.423403,39.990412
久亿恒远(北京)科技有限公司,116.470806,39.910111
安诺优达基因科技（北京）有限公司,116.541133,39.800293
北京贝瑞和康生物技术有限公司,116.268738,40.10133
四达时代集团,116.572151,39.78233
海航云商投资有限公司,116.420615,39.951528
中国国际期货股份有限公司,116.456956,39.912962
北京城建智控科技有限公司,116.330253,39.873089
杭州数美科技有限公司,116.466485,39.995197
北京百卓网络技术有限公司,116.178477,40.058088
彪洋科技(北京)有限公司,116.436086,39.930589
北京紫马财行投资管理有限公司,116.473808,39.909246
西藏方程汽车租赁有限责任公司北京咨询分公司,116.456482,39.910622
北京爱钱帮财富科技有限公司,116.456482,39.910622
浙江同牛网络科技有限公司,116.433762,39.920158
北京市外商投资企业服务中心,116.436077,39.931228
北京思源时代科技有限公司,116.281613,39.913626
江山永泰投资控股有限公司,116.2847,39.947528
乐惠(北京)科技有限公司,116.35268,40.014896
北京数字联盟网络科技有限公司,116.349111,39.976097
图谱天下(北京)科技有限公司,116.42027,39.947831
北京容联易通信息技术有限公司,116.467542,39.994632
中科宇图科技股份有限公司,116.377757,39.993287
浪潮集团有限公司,116.30598,40.047127
新东方教育（科技）集团,116.312056,39.980789
上海微创软件股份有限公司,116.42792,39.902896
华为技术有限公司,114.077847,22.619476
大连信雅达软件有限公司北京办事处,116.390979,39.880309
北京捷通华声科技股份有限公司,116.296227,40.05158
北京能通天下网络技术有限公司,116.372192,40.036478
多点生活(中国)网络科技有限公司,116.319794,39.976559
北京八维教育集团,116.335178,39.981591
北京钱方银通科技有限公司,116.480665,39.996404
北京安天网络安全技术有限公司,116.258589,39.973992
北京思迪康泰科技有限公司,116.334441,40.030202
北京布科思科技有限公司,116.346574,40.033108
找伙伴(北京)信息技术股份公司,116.05603,36.447994
北京焱融科技有限公司,116.338653,39.990434
北京易联戴维企业管理服务有限责任公司,116.443108,39.92147
精硕科技(北京)股份有限公司,116.357652,40.041947
乐飞天下信息技术(北京)有限公司,116.454351,39.905634
优保联(北京)科技有限公司,116.361446,40.074331
北京傲盾软件有限责任公司,116.312114,40.039429
果壳网,116.470749,39.906002
河北戴纳米克科技有限公司,114.442045,38.018697
北京明特量化信息技术有限公司,116.301991,39.960584
北京复华卓越商业管理有限公司,116.462392,39.92724
华兴创信(北京)科技有限公司,116.656434,39.909946
青松智慧(北京)科技有限公司,116.314574,39.984604
律品汇科技（北京）有限公司,116.433762,39.920158
劳动光荣科技(北京)有限公司,116.508247,39.92392
北京布雷恩科技有限公司,116.477058,39.901279
北京中浦天投科技有限公司,116.432001,40.046486
北京荣新智客教育科技有限公司,116.345817,39.960265
北京创客在线教育科技有限公司,116.339669,40.052166
北京云图智联教育科技有限责任公司,116.250627,40.117618
上海蔓盈信息科技有限公司北京朝阳分公司,116.447714,39.971234
混沌时代(北京)教育科技有限公司,116.333402,39.970339
北京太一云科技有限公司,116.465601,40.021608
北京多牛互动传媒股份有限公司,116.377106,40.035384
厦门中控智慧信息技术有限公司,116.303367,39.91249
北京江民新科技术有限公司,116.289292,39.960138
北京山茶花科技有限公司,116.481933,39.911775
嘉才(北京)企业管理咨询有限公司,116.309897,39.983621
北京科浪扑科技发展有限公司,116.315347,39.983108
北京锐驰信安技术有限公司,116.298056,39.959912
湖南网数科技有限公司,116.326836,40.00366
青岛碎片时代信息技术有限公司,116.305989,40.043097
爱贝睿(北京)科技有限公司,116.333948,39.986972
北京创智信科科技股份有限公司,116.307884,40.036828
北京朗势科技有限公司,116.338762,39.999491
北京奥德塔数据科技有限公司,116.371378,40.041928
北京雇德信息科技有限公司,116.42792,39.902896
北京凡尔康管理咨询有限公司,116.388865,39.971066
北京火币天下网络技术有限公司,116.315987,40.054106
北京朗阁信息技术有限公司,116.415047,40.069664
君康人寿保险股份有限公司,116.456604,39.910778
北京嘉楠捷思信息技术有限公司,116.287865,40.046673
链家网(北京)科技有限公司,116.305514,40.040202
北京梦疆咨询有限公司,116.336998,39.977182
北京诚益通控制工程科技股份有限公司,116.308677,39.678075
北京奇树有鱼文化传媒有限公司,116.538663,39.917293
东方银谷(北京)投资管理有限公司,116.451614,39.919659
大公国际信用评级集团有限公司,116.466361,39.959148
北京阿凡题科技有限公司,116.338914,39.99232
深圳索信达数据技术股份有限公司,116.451958,39.913887
上海清鹤科技股份有限公司,116.313686,40.067303
南京国睿信维软件有限公司,116.282707,39.934846
北京京东世纪贸易有限公司,116.561783,39.787941
北京迪安捷生物科技有限公司,116.381355,40.005084
北京博睿宏远数据科技股份有限公司,116.436764,39.93508
上海享学网络科技有限公司北京分公司,116.393684,40.000416
北京旌准医疗科技有限公司,116.564575,39.779368
森纵艾德（北京）教育科技股份有限公司,116.41842,39.98792
北京国通合众信息技术有限公司,116.348728,39.986115
知豆电动汽车有限公司,116.253768,39.928493
北京畅聊天下科技股份有限公司,116.308201,40.045503
北京大家玩科技有限公司,116.453008,39.931624
博奥生物集团有限公司,116.276218,40.093261
成都尼毕鲁科技股份有限公司,116.326182,39.984072
北京果加智能科技有限公司,116.330801,39.993541
北京国信创新科技股份有限公司,116.326534,39.932965
和信丰泽投资担保(北京)有限公司,116.470989,39.907587
北京朔和科技有限公司,116.307147,39.973069
北京斗米优聘科技发展有限公司,116.300301,40.041244
新石器龙码(北京)科技有限公司,116.470627,39.899849
北京掌众科技有限公司,116.377169,40.032874
可可家里(北京)信息技术有限公司,116.191704,39.939098
深圳艾诺管理咨询有限公司,116.325295,39.947752
湖南艾瓦特网络科技有限公司,116.443108,39.92147
北京新东方迅程网络科技股份有限公司,116.312776,39.980182
北京竞业达数码科技有限公司,116.166673,40.062327
深圳天源迪科信息技术股份有限公司,116.312495,39.984752
鼎复数据科技(北京)有限公司,116.387947,40.000423
北京金山云网络技术有限公司,116.310195,40.039018
北京靠谱前程网络技术有限公司,116.308543,40.037519
北京融数数据服务有限责任公司,116.493828,39.974186
北京惠每科技有限公司,116.348771,39.975845
锤子科技(北京)有限公司,116.479376,40.012245
华信永益(北京)信息技术有限公司,116.474464,39.90913
北京众合天下管理咨询有限公司,116.452954,39.906344
北京趣加科技有限公司,116.326182,39.984072
北京比特大陆科技有限公司,116.377231,40.032256
博洛尼家居装饰(北京)有限公司,116.464353,39.978038
360金融,116.490395,39.982772
北京版全家科技发展有限公司,116.333722,39.98697
北京互连众信科技有限公司,116.466553,39.934441
梦燃教育科技(北京)有限公司,116.329299,39.995312
莲和(北京)医疗科技有限公司,116.568357,39.789157
北京山石网科信息技术有限公司,116.372999,40.031019
北京侨福置业有限公司,116.448242,39.919985
北京友友天宇系统技术有限公司,116.468039,39.892841
北京智明星通科技股份有限公司,116.351631,39.977163
北京万里红科技股份有限公司,116.335316,39.953199
武汉绿色网络信息服务有限责任公司北京分公司,116.323565,39.964621
北京新媒传信科技有限公司,116.287865,40.046673
东方兴业网络教育服务有限责任公司,116.364362,40.001776
北京畅聚网络科技有限公司,116.466749,39.900356
北京华美汉盛信息技术有限公司,116.306823,39.963176
北京倍飞视国际视觉艺术交流有限公司,116.45605,39.933083
北京中科云智慧环保科技有限公司,116.379997,39.976826
中智智人信息技术有限公司,116.455017,39.913955
明医众禾科技(北京)有限责任公司,116.425805,40.033412
北京坚果金服科技有限公司,116.493221,39.973419
尚正(北京)信息技术有限公司,116.291861,39.820301
中铁信息工程集团有限公司,116.298211,39.947085
北京恒赢智航科技有限公司,116.469688,39.90657
北京中达金桥技术股份有限公司,116.410378,39.969385
苏州美生元信息科技有限公司,116.314146,39.982818
北京朴素磐石投资管理有限公司,116.37025,40.012978
北京迅达云成科技有限公司,116.489981,39.974634
北京北亚宸星科技有限公司,116.235601,40.076317
北京三赢伟业科技有限公司,116.470237,39.907114
北京师范大学中国基础教育质量监测协同创新中心,116.365798,39.961576
金陵投资控股有限公司,116.432338,39.93484
北京汇才同飞软件技术研究院,116.309031,40.036569
沈阳民航东北凯亚有限公司大连分公司,116.390046,39.999976
北京热点映像文化传媒有限公司,116.544607,39.92437
北京征晨文化传播有限公司,116.426147,40.032829
北京小米电子产品有限公司,116.333876,40.027624
北京数智源科技股份有限公司,116.417299,39.969642
北京中合汇通投资管理有限公司,116.298056,39.959912
北京麦达数字技术服务有限公司,116.48867,40.002853
北京艾亿新融资本管理有限公司,116.456493,39.91404
天下拉手通讯技术有限公司,116.473565,39.903578
中博睿智(北京)科技发展有限公司,116.306295,40.053034
北京索维智能科技有限公司,116.192966,39.937249
北京破晓互动科技有限责任公司,116.323565,39.964621
云和恩墨(北京)信息技术有限公司,116.452359,39.913671
北京原子钟信息科技有限公司,116.326406,39.984722
伯乐易才(北京)管理咨询有限公司,116.492846,39.915138
北京易创盈互联网科技有限公司,116.453775,39.905453
北京车势科技有限公司,116.4534,39.918625
华云信息技术工程有限公司,116.323553,39.96077
汇中泰德投资有限公司,116.490052,39.976587
北京闪银信息技术有限公司,116.466553,39.934441
北京智量酷教育科技有限公司,116.292868,40.047683
北京中企人力资源咨询有限公司,116.406952,39.968847
北京立时世通科技有限公司,116.348151,39.88204
北京柯锐特信息技术有限公司,116.235131,40.199727
北京君云时代科技有限公司,116.476196,39.905769
北京中视广信科技有限公司,116.314358,39.920735
北京伯众联合管理咨询有限公司,116.357238,40.04388
北京捷众汽车租赁有限公司,116.433205,39.920807
云像(上海)数字技术有限公司北京分公司,116.493221,39.973419
北京亿心宜行汽车技术开发服务有限公司,116.469607,40.012996
长城汽车股份有限公司,116.284225,39.823896
北京快方科技有限公司,116.306465,39.977322
北京北信源软件股份有限公司,116.325118,39.948575
南京唯实科技有限公司,116.42792,39.902896
北京易教空间教育科技股份有限公司,116.386993,39.969106
北京和创未来网络科技有限公司,116.386646,39.991129
北京华清远见科技信息有限公司,116.42792,39.902896
北京万向联合控股集团有限公司,116.460289,39.871017
北京秒针信息咨询有限公司,116.417482,40.036662
北京小易到家电子商务有限公司,116.300591,40.024343
北京智芯微电子科技有限公司,116.356405,40.048955
北京粉笔未来科技有限公司,116.474762,39.992488
北京航天泰坦科技股份有限公司,116.29295,39.823007
北京市西城区巨人文化艺术培训学校,116.314779,40.005101
北京青蚨资产管理有限公司,116.453121,39.932944
北京永航科技有限公司,116.41933,39.952569
烽泰科技（北京）有限公司,116.307884,40.036828
天津市国瑞数码安全系统股份有限公司北京办事处,116.431366,39.979916
北京华友联创科技发展有限公司,116.341843,39.964002
翰竺科技(北京)有限公司,116.383805,40.008247
北京登云美业网络科技有限公司,116.513779,39.791927
北京视通财富信息技术有限公司,116.459812,39.955578
中科金审(北京)科技有限公司,116.335098,39.953966
野狗科技(北京)有限公司,116.465601,40.021608
信和汇诚信用管理(北京)有限公司,116.297176,39.825233
新浪网,116.285175,40.044846
